[ 2026-01-15 16:30:30,398 ] 54 datasets - INFO - PyTorch version 2.9.1 available.
[ 2026-01-15 16:35:31,744 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:32,134 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:35:37,136 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:35:37,136 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:37,516 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:35:42,517 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:35:42,517 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:42,894 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:35:47,895 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:35:47,895 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:48,275 ] 391 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: processing...
[ 2026-01-15 16:35:53,276 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:35:53,276 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:53,683 ] 391 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: processing...
[ 2026-01-15 16:35:58,684 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:35:58,684 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:35:59,062 ] 411 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:2575189d|0d966c3b317b53f187308d1b1056b09e | STATUS: processed!
[ 2026-01-15 16:35:59,062 ] 500 unstract.llmwhisperer.client_v2 - DEBUG - whisper_retrieve called
[ 2026-01-15 16:35:59,063 ] 503 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-retrieve
[ 2026-01-15 16:36:00,979 ] 127 unstract.llmwhisperer.client_v2 - DEBUG - logging_level set to DEBUG
[ 2026-01-15 16:36:00,980 ] 132 unstract.llmwhisperer.client_v2 - DEBUG - base_url set to https://llmwhisperer-api.us-central.unstract.com/api/v2
[ 2026-01-15 16:36:00,980 ] 289 unstract.llmwhisperer.client_v2 - DEBUG - whisper called
[ 2026-01-15 16:36:00,981 ] 312 unstract.llmwhisperer.client_v2 - DEBUG - api_url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper
[ 2026-01-15 16:36:00,981 ] 313 unstract.llmwhisperer.client_v2 - DEBUG - params: {'mode': 'high_quality', 'output_mode': 'layout_preserving', 'page_seperator': '<<<', 'pages_to_extract': '21-25', 'median_filter_size': 0, 'gaussian_blur_radius': 0, 'line_splitter_tolerance': 0.4, 'horizontal_stretch_factor': 1.0, 'mark_vertical_lines': False, 'mark_horizontal_lines': False, 'line_spitter_strategy': 'left-priority', 'add_line_nos': False, 'include_line_confidence': False, 'lang': 'eng', 'tag': 'default', 'filename': '', 'webhook_metadata': '', 'use_webhook': ''}
[ 2026-01-15 16:36:03,868 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:03,869 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:04,255 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:09,256 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:09,257 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:09,649 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:14,651 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:14,652 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:15,054 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:20,055 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:20,055 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:20,436 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:25,437 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:25,438 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:25,831 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:30,832 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:30,833 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:31,215 ] 389 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: accepted...
[ 2026-01-15 16:36:36,215 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:36,216 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:36,615 ] 391 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: processing...
[ 2026-01-15 16:36:41,616 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:41,617 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:41,986 ] 391 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: processing...
[ 2026-01-15 16:36:46,986 ] 454 unstract.llmwhisperer.client_v2 - DEBUG - whisper_status called
[ 2026-01-15 16:36:46,987 ] 457 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-status
[ 2026-01-15 16:36:47,389 ] 411 unstract.llmwhisperer.client_v2 - DEBUG - Whisper-hash:4ed76990|0d966c3b317b53f187308d1b1056b09e | STATUS: processed!
[ 2026-01-15 16:36:47,389 ] 500 unstract.llmwhisperer.client_v2 - DEBUG - whisper_retrieve called
[ 2026-01-15 16:36:47,390 ] 503 unstract.llmwhisperer.client_v2 - DEBUG - url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper-retrieve
[ 2026-01-15 16:36:49,323 ] 127 unstract.llmwhisperer.client_v2 - DEBUG - logging_level set to DEBUG
[ 2026-01-15 16:36:49,324 ] 132 unstract.llmwhisperer.client_v2 - DEBUG - base_url set to https://llmwhisperer-api.us-central.unstract.com/api/v2
[ 2026-01-15 16:36:49,325 ] 289 unstract.llmwhisperer.client_v2 - DEBUG - whisper called
[ 2026-01-15 16:36:49,325 ] 312 unstract.llmwhisperer.client_v2 - DEBUG - api_url: https://llmwhisperer-api.us-central.unstract.com/api/v2/whisper
